"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"423","evm.TU.chromosome_11.320","GO:0004346","glucose-6-phosphatase activity",1,1,0.01,0.0087,"Molecular Functions",1
"424","evm.TU.chromosome_11.320","GO:0004346","glucose-6-phosphatase activity",1,1,0.01,0.0087,"Molecular Functions",1
"425","evm.TU.chromosome_11.1357","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"426","evm.TU.chromosome_11.1357","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"427","evm.TU.chromosome_11.2445","GO:0017174","glycine N-methyltransferase activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"428","evm.TU.chromosome_11.2445","GO:0098603","selenol Se-methyltransferase activity",1,1,0.01,0.0087,"Molecular Functions",1
"429","evm.TU.chromosome_11.2445","GO:0017174","glycine N-methyltransferase activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"430","evm.TU.chromosome_11.2803","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"431","evm.TU.chromosome_11.2803","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"432","evm.TU.chromosome_11.496","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"433","evm.TU.chromosome_11.496","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"434","evm.TU.chromosome_11.1863","GO:0004447","iodide peroxidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"435","evm.TU.chromosome_11.1863","GO:0036393","thiocyanate peroxidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"436","evm.TU.chromosome_12.1199","GO:0048156","tau protein binding",7,2,0.06,0.0015,"Molecular Functions",0.285714285714286
"437","evm.TU.chromosome_12.2038","GO:0016531","copper chaperone activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"438","evm.TU.chromosome_12.3614","GO:0017172","cysteine dioxygenase activity",1,1,0.01,0.0087,"Molecular Functions",1
"439","evm.TU.chromosome_12.185","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"440","evm.TU.chromosome_12.185","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"441","evm.TU.chromosome_12.185","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"442","evm.TU.chromosome_12.3587","GO:0051538","3 iron, 4 sulfur cluster binding",4,1,0.03,0.0344,"Molecular Functions",0.25
"443","evm.TU.chromosome_12.3587","GO:0003994","aconitate hydratase activity",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"444","evm.TU.chromosome_12.3587","GO:0030350","iron-responsive element binding",2,1,0.02,0.0174,"Molecular Functions",0.5
"445","evm.TU.chromosome_12.3587","GO:0003994","aconitate hydratase activity",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"446","evm.TU.chromosome_12.210","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"447","evm.TU.chromosome_12.210","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"448","evm.TU.chromosome_12.210","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"449","evm.TU.chromosome_12.3832","GO:0004325","ferrochelatase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"450","evm.TU.chromosome_12.3832","GO:0004325","ferrochelatase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"451","evm.TU.chromosome_12.1891","GO:0004573","Glc3Man9GlcNAc2 oligosaccharide glucosidase activit...",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"452","evm.TU.chromosome_12.1891","GO:0004573","Glc3Man9GlcNAc2 oligosaccharide glucosidase activit...",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"453","evm.TU.chromosome_12.1913","GO:0008017","microtubule binding",145,4,1.26,0.0382,"Molecular Functions",0.0275862068965517
"454","evm.TU.chromosome_13.1161","GO:1990446","U1 snRNP binding",2,1,0.02,0.0174,"Molecular Functions",0.5
"455","evm.TU.chromosome_13.2650","GO:0001046","core promoter sequence-specific DNA binding",39,2,0.34,0.0454,"Molecular Functions",0.0512820512820513
"456","evm.TU.chromosome_13.4082","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"457","evm.TU.chromosome_13.4082","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"458","evm.TU.chromosome_13.3614","GO:0008009","chemokine activity",1,1,0.01,0.0087,"Molecular Functions",1
"459","evm.TU.chromosome_14.6590","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"460","evm.TU.chromosome_14.6590","GO:0004176","ATP-dependent peptidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"461","evm.TU.chromosome_14.6590","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"462","evm.TU.chromosome_14.6590","GO:0004176","ATP-dependent peptidase activity",4,1,0.03,0.0344,"Molecular Functions",0.25
"463","evm.TU.chromosome_14.166","GO:0070025","carbon monoxide binding",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"464","evm.TU.chromosome_14.166","GO:0070026","nitric oxide binding",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"465","evm.TU.chromosome_14.166","GO:0019826","oxygen sensor activity",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"466","evm.TU.chromosome_14.6941","GO:0031071","cysteine desulfurase activity",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"467","evm.TU.chromosome_14.6941","GO:0031071","cysteine desulfurase activity",3,1,0.03,0.0259,"Molecular Functions",0.333333333333333
"468","evm.TU.chromosome_14.5088_evm.TU.chromosome_14.5091","GO:0004613","phosphoenolpyruvate carboxykinase (GTP) activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"469","evm.TU.chromosome_14.5088_evm.TU.chromosome_14.5091","GO:0004613","phosphoenolpyruvate carboxykinase (GTP) activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"470","evm.TU.chromosome_14.6829","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"471","evm.TU.chromosome_14.6829","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"472","evm.TU.chromosome_14.6829","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"473","evm.TU.chromosome_14.6829","GO:0004386","helicase activity",274,7,2.39,0.0075,"Molecular Functions",0.0255474452554745
"474","evm.TU.chromosome_14.5366","GO:0005164","tumor necrosis factor receptor binding",140,4,1.22,0.0343,"Molecular Functions",0.0285714285714286
"475","evm.TU.chromosome_14.5366","GO:0031625","ubiquitin protein ligase binding",324,7,2.82,0.0237,"Molecular Functions",0.0216049382716049
"476","evm.TU.chromosome_14.6144","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
"477","evm.TU.chromosome_14.6144","GO:0015410","ABC-type manganese transporter activity",2,1,0.02,0.0174,"Molecular Functions",0.5
"478","evm.TU.chromosome_14.6144","GO:0005524","ATP binding",2243,31,19.56,0.0061,"Molecular Functions",0.0138207757467677
